organism_tidy_name,join,ref,seq,organism_name,ncbi_taxonomy,gtdb_taxonomy,gtdb_representative_of_species,gtdb_type_material,genome_representation,check_m_completeness,check_m_contamination,gc_percentage,genome_size,contig_count,country,date,isolation_source,spanned_gaps,unspanned_gaps,assembly_level,protein_count,gen_bank_assembly_id_accession_version,accession_number,regional_loaction,geographic_feature,environment_detail,tempurature,lat_long,temp_estimate,temp_cat,gyrA,nusA,infC,infA,otsA,dnaK,recA,dnaJ,aceF,deaD,infB,tig,rnr,dnaA,hupB,rbfA,yfiA,pnp,csp,aceE,desA,PsaB,cya_PsbA,PsaA,cya_PsaC,PsbB,PsbC,PsbO,bac_PsbA,D2_PsbD,PsaD,PsaE,bac_PsaC
NA,_016919485.1_,GCF,16919485,Thermoleptolyngbya sp. PKUAC-SCTB121,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Oculatellaceae;g__Thermoleptolyngbya;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__O-77;s__O-77 sp013177315,FALSE,not type material,NA,98.94,1.06,56.3346412,5490383,NA,NA,NA,NA,NA,NA,Complete Genome,4602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000340565.2_,GCF,340565,Nodularia spumigena CCY9414,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Nodularia;s__Nodularia spumigena,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena,TRUE,not type material,full,99.78,0.67,41.2259406,5462271,76,Denmark: Bornholm,4/3/14,brackish water from the Baltic Sea,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,<15,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_017346815.1_,GCA,17346815,Dolichospermum sp. LBC05a,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Dolichospermum;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum sp000312705,FALSE,not type material,NA,99.67,0.11,38.2127494,5178591,NA,NA,NA,NA,NA,NA,Complete Genome,4794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_017355425.1_,GCA,17355425,Dolichospermum sp. DET69,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Dolichospermum;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum sp017355425,TRUE,not type material,NA,99.67,0,37.8043452,6040057,NA,NA,NA,NA,NA,NA,Complete Genome,5507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000020025.1_,GCF,20025,Nostoc punctiforme PCC 73102,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__Nostoc punctiforme,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc punctiforme,TRUE,not type material,NA,99.56,0.44,41.3545205,9059191,NA,NA,ATCC strain. In lab for a very long time.,NA,NA,NA,Complete Genome,7754,GCA_000020025.1,ASM2002v1,NA,NA,obligate symbiont of cycad Macrozamia sp. Can be intracellular or extra cellular. Wide range of symbiotic relationships.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000756305.1_,GCF,756305,Myxosarcina sp. GI1,d__Bacteria;p__Cyanobacteria;c__;o__Pleurocapsales;f__Hyellaceae;g__Myxosarcina;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Myxosarcina;s__Myxosarcina sp000756305,TRUE,not type material,full,99.56,1.42,40.102602,7069859,76,Taiwan: Green Island,9/19/14,coral reef,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-30,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_018399015.1_,GCA,18399015,Cyanobium sp. M30B3,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Cyanobium;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__NIES-981 sp018399015,TRUE,not type material,NA,99.73,0.54,67.7647615,3180296,NA,NA,NA,NA,NA,NA,Complete Genome,3234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_012516315.1_,GCF,12516315,Limnospira fusiformis SAG 85.79,NA,NA,NA,NA,NA,99.93,0.82,44.8758923,6423694,NA,NA,NA,NA,NA,NA,NA,NA,GCA_012516315.1,ASM1251631v1,"Chad, Natron Lake",Lake,NA,NA,NA,40,warm-hot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000015665.1_,GCF,15665,Prochlorococcus marinus str. MIT 9515,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_P,TRUE,not type material,NA,100,0,30.7941785,1704176,NA,NA,1995,NA,NA,NA,Complete Genome,1901,GCA_000015665.1,ASM1566v1,Pacific ocean,Equatorial Pacific,"Equatorial Pacific, Surface waters, 15 m",25.547,"negative 5.11667, -107.01667",25.547,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000332315.1_,GCF,332315,Prochlorothrix hollandica PCC 9006 = CALU 1027,d__Bacteria;p__Cyanobacteria;c__;o__Pseudanabaenales;f__Prochlorotrichaceae;g__Prochlorothrix;s__Prochlorothrix hollandica,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-9006;f__Prochlorotrichaceae;g__Prochlorothrix;s__Prochlorothrix hollandica,TRUE,type strain of species,full,99.18,0.86,54.4045589,5646343,233,Netherlands: Lake Loosdrecht,1/22/13,fresh water,220,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-Apr,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_017346855.1_,GCA,17346855,Aphanizomenon flos-aquae DEX188,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Aphanizomenon;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum flosaquae,FALSE,not type material,NA,99.89,0,37.0633118,4538078,NA,NA,NA,NA,NA,NA,Complete Genome,4042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_017346835.1_,GCA,17346835,Dolichospermum sp. DL01,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Dolichospermum;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum sp000312705,FALSE,not type material,NA,99.67,0,38.188987,4827232,NA,NA,NA,NA,NA,NA,Complete Genome,4547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000015705.1_,GCF,15705,Prochlorococcus marinus str. MIT 9303Ê,NA,NA,NA,NA,NA,100,0.14,50.0075857,2682675,NA,NA,1993,NA,NA,NA,NA,NA,GCA_000015705.1,ASM1570v1,Atlantic ocean,Sargasso Sea,100 m,20.248,"34.75139, -66.18361",20.248,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000317025.1_,GCF,317025,Pleurocapsa sp. PCC 7327,d__Bacteria;p__Cyanobacteria;c__;o__Pleurocapsales;f__Hyellaceae;g__Pleurocapsa;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Hydrococcus;s__Hydrococcus sp000317025,TRUE,not type material,full,99.49,0.22,45.1933368,4986817,1,USA,12/5/12,spring water (Hunter s hot spring),0,0,Complete Genome,4607,GCA_000317025.1,ASM31702v1,"spring water (Hunter's hot spring), USA",NA,freshwater,NA,NA,40-45,warm-hot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_002813895.1_,GCA,2813895,Cyanobacterium sp. HL-69,d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Geminocystaceae;g__Cyanobacterium;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Cyanobacterium;s__Cyanobacterium sp002813895,TRUE,not type material,NA,99.56,0,37.6613501,3296945,NA,NA,NA,NA,NA,NA,Complete Genome,3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_004296455.1_,GCA,4296455,Calothrix sp. NIES-4101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GCA_004296455.1,ASM429645v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000284135.1_,GCF,284135,Synechocystis sp. PCC 6803 substr. GT-I,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000284455,FALSE,not type material,NA,99.78,0,47.7354367,3570004,NA,NA,1968,NA,NA,NA,Complete Genome,3300,GCA_000284135.1,ASM28413v1,"Oakland, California, USA",NA,freshwater lake,NA,"37.77, -122.22",NA,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_017346795.1_,GCA,17346795,Dolichospermum sp. UKL201,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Dolichospermum;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum sp000312705,FALSE,not type material,NA,99.67,0,38.1957576,5294355,NA,NA,NA,NA,NA,NA,Complete Genome,4921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_001264245.1_,GCA,1264245,Microcystis panniformis FACHB-1757,d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A,TRUE,not type material,NA,98.79,0.84,42.3546192,5686839,NA,NA,NA,NA,NA,NA,Complete Genome,5691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_001264245.1_,GCF,1264245,Microcystis panniformis FACHB-1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GCA_001264245.1,ASM126424v1,"lake Taihu, China, Wuxi",freshwater lake,freshwater lake,NA,31.421 N 120.201 E,25-Oct,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000019485.1_,GCF,19485,Synechococcus sp. PCC 7002,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp001693275,FALSE,not type material,NA,100,0,49.1870373,3409935,NA,NA,1961,NA,NA,NA,Complete Genome,3233,GCA_000019485.1,ASM1948v1,Puerto Rico,Êthe fish pens from Magueyes Island,"mud, host",NA,NA,NA,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_018141785.1_,GCA,18141785,Prochloraceae cyanobacterium LD05,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Prochloraceae;g__Prochloron;s__Prochloron sp018141785,TRUE,not type material,NA,96.89,0.52,44.5014527,3839796,NA,NA,NA,NA,NA,NA,Complete Genome,4098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
